 DWS  (NON TE Data )Revenues,Service,Operator,Date,FY Budget,YTD Budget,YTD Actual,Year,Month,Day
Mena,IPLCs ,Others,2015/Apr/1,371646,371646,320132,2015,Apr,1
Others,IPLCs ,Others,2015/Apr/1,0,0,0,2015,Apr,1
 Access Service,,,2015/Apr/1,8767081,8767081,8991129,2015,Apr,1
Local Loop ,,,2015/Apr/1,2577538,2577538,2626513,2015,Apr,1
Orange Data,Local Loop ,Orange,2015/Apr/1,557158,557158,567744,2015,Apr,1
Vodafone Data,Local Loop ,Vodafone,2015/Apr/1,961622,961622,979893,2015,Apr,1
NOL,Local Loop ,Etisalat,2015/Apr/1,358845,358845,365664,2015,Apr,1
EGY Net,Local Loop ,Etisalat,2015/Apr/1,357400,357400,364191,2015,Apr,1
Noor,Local Loop ,Others,2015/Apr/1,334740,334740,341100,2015,Apr,1
Yalla Misr,Local Loop ,Others,2015/Apr/1,7773,7773,7921,2015,Apr,1
ADSL ,,,2015/Apr/1,6189543,6189543,5505730,2015,Apr,1
Orange Data,ADSL ,Orange,2015/Apr/1,3468033,3468033,2949355,2015,Apr,1
Vodafone Data,ADSL ,Vodafone,2015/Apr/1,1430503,1430503,1414915,2015,Apr,1
NOL,ADSL ,Etisalat,2015/Apr/1,17804,17804,16985,2015,Apr,1
EGY Net,ADSL ,Etisalat,2015/Apr/1,1096829,1096829,1001390,2015,Apr,1
Noor,ADSL ,Others,2015/Apr/1,144867,144867,84905,2015,Apr,1
Yalla Misr,ADSL ,Others,2015/Apr/1,31507,31507,38180,2015,Apr,1
Bit stream ,,,2015/Apr/1,0,0,858886,2015,Apr,1
Orange Data,Bit stream ,Orange,2015/Apr/1,0,0,281400,2015,Apr,1
Vodafone Data,Bit stream ,Vodafone,2015/Apr/1,0,0,274276,2015,Apr,1
NOL,Bit stream ,Etisalat,2015/Apr/1,0,0,56640,2015,Apr,1
EGY Net,Bit stream ,Etisalat,2015/Apr/1,0,0,246570,2015,Apr,1
Noor,Bit stream ,Others,2015/Apr/1,0,0,0,2015,Apr,1
Yalla Misr,Bit stream ,Others,2015/Apr/1,0,0,0,2015,Apr,1
FTTs,,,2015/Apr/1,0,0,0,2015,Apr,1
Orange,FTTs,Orange,2015/Apr/1,0,0,0,2015,Apr,1
Vodafone,FTTs,Vodafone,2015/Apr/1,0,0,0,2015,Apr,1
Etisalat,FTTs,Etisalat,2015/Apr/1,0,0,0,2015,Apr,1
Fiber Access,,,2015/Apr/1,0,0,0,2015,Apr,1
Orange Data,Fiber Access,Orange,2015/Apr/1,0,0,0,2015,Apr,1
Vodafone Data,Fiber Access,Vodafone,2015/Apr/1,0,0,0,2015,Apr,1
NOL,Fiber Access,Etisalat,2015/Apr/1,0,0,0,2015,Apr,1
EGY Net,Fiber Access,Etisalat,2015/Apr/1,0,0,0,2015,Apr,1
Noor,Fiber Access,Others,2015/Apr/1,0,0,0,2015,Apr,1
INT'L OG Voice services,,,2015/Apr/1,0,0,58219474,2015,Apr,1
INT'L OG ,,,2015/Apr/1,61069586,61069586,58219474,2015,Apr,1
Orange,INT'L OG ,Orange,2015/Apr/1,22727476,22727476,20495532,2015,Apr,1
Vodafone,INT'L OG ,Vodafone,2015/Apr/1,38335553,38335553,37708968,2015,Apr,1
Etisalat,INT'L OG ,Etisalat,2015/Apr/1,6557,6557,14974,2015,Apr,1
FVNO ,,,2015/Apr/1,0,0,0,2015,Apr,1
Orange,FVNO ,Orange,2015/Apr/1,0,0,0,2015,Apr,1
Vodafone,FVNO ,Vodafone,2015/Apr/1,0,0,0,2015,Apr,1
Etisalat,FVNO ,Etisalat,2015/Apr/1,0,0,0,2015,Apr,1
ITFS,,,2015/Apr/1,0,0,0,2015,Apr,1
Orange,ITFS,Orange,2015/Apr/1,0,0,0,2015,Apr,1
Vodafone,ITFS,Vodafone,2015/Apr/1,0,0,0,2015,Apr,1
Etisalat,ITFS,Etisalat,2015/Apr/1,0,0,0,2015,Apr,1
Total  DWS Revenues ,,,2015/May/1,245140836,245140836,208643757,2015,May,1
 Infrastructure Revenues,,,2015/May/1,177501674,177501674,141109646,2015,May,1
 Transmission Revenues,,,2015/May/1,149222308,149222308,110342191,2015,May,1
MNO's Transmission,,,2015/May/1,65596304,65596304,88032528,2015,May,1
Orange,MNO's Transmission,Orange,2015/May/1,29225092,29225092,35525749,2015,May,1
Vodafone,MNO's Transmission,Vodafone,2015/May/1,22543748,22543748,39009941,2015,May,1
Etisalat,MNO's Transmission,Etisalat,2015/May/1,13827464,13827464,13496837,2015,May,1
TX IRU ,,,2015/May/1,59875000,59875000,0,2015,May,1
Orange,TX IRU ,Orange,2015/May/1,0,0,0,2015,May,1
Vodafone,TX IRU ,Vodafone,2015/May/1,59875000,59875000,0,2015,May,1
Etisalat,TX IRU ,Etisalat,2015/May/1,0,0,0,2015,May,1
ISP's Transmission ,,,2015/May/1,23751004,23751004,22309663,2015,May,1
Orange Data,ISP's Transmission ,Orange,2015/May/1,13049294,13049294,12257391,2015,May,1
Vodafone Data,ISP's Transmission ,Vodafone,2015/May/1,5976883,5976883,5614173,2015,May,1
NOL,ISP's Transmission ,Etisalat,2015/May/1,1659186,1659186,1558498,2015,May,1
EGY Net,ISP's Transmission ,Etisalat,2015/May/1,1964054,1964054,1844865,2015,May,1
Noor,ISP's Transmission ,Others,2015/May/1,1077477,1077477,1012089,2015,May,1
Yalla Misr,ISP's Transmission ,Others,2015/May/1,24110,24110,22647,2015,May,1
VSAT,ISP's Transmission ,Others,2015/May/1,0,0,0,2015,May,1
 Colocation  Revenues,,,2015/May/1,18697362,18697362,21255549,2015,May,1
MNO's Colocation,,,2015/May/1,15594996,15594996,18211753,2015,May,1
Orange,MNO's Colocation,Orange,2015/May/1,5121436,5121436,5592591,2015,May,1
Vodafone,MNO's Colocation,Vodafone,2015/May/1,5284305,5284305,6903814,2015,May,1
Etisalat,MNO's Colocation,Etisalat,2015/May/1,5189255,5189255,5715349,2015,May,1
ISP's Colocation,,,2015/May/1,3102366,3102366,3043795,2015,May,1
Orange Data,ISP's Colocation,Orange,2015/May/1,1333608,1333608,1308430,2015,May,1
Vodafone Data,ISP's Colocation,Vodafone,2015/May/1,920704,920704,903322,2015,May,1
NOL,ISP's Colocation,Etisalat,2015/May/1,403633,403633,396013,2015,May,1
EGY Net,ISP's Colocation,Etisalat,2015/May/1,238947,238947,234436,2015,May,1
Noor,ISP's Colocation,Others,2015/May/1,177226,177226,173881,2015,May,1
Yalla Misr,ISP's Colocation,Others,2015/May/1,28247,28247,27714,2015,May,1
International Services,,,2015/May/1,9582003,9582003,9511907,2015,May,1
IPT,,,2015/May/1,4789490,4789490,5106867,2015,May,1
Orange Data,IPT,Orange,2015/May/1,2777904,2777904,2961983,2015,May,1
Vodafone Data,IPT,Vodafone,2015/May/1,1676322,1676322,1787404,2015,May,1
NOL,IPT,Etisalat,2015/May/1,0,0,0,2015,May,1
EGY Net,IPT,Etisalat,2015/May/1,0,0,0,2015,May,1
Noor,IPT,Others,2015/May/1,335264,335264,357481,2015,May,1
Yalla Misr,IPT,Others,2015/May/1,0,0,0,2015,May,1
IPLCs ,,,2015/May/1,4792513,4792513,4405040,2015,May,1
Orange Data,IPLCs ,Orange,2015/May/1,1150203,1150203,1057210,2015,May,1
Vodafone Data,IPLCs ,Vodafone,2015/May/1,2827583,2827583,2598974,2015,May,1
NOL,IPLCs ,Etisalat,2015/May/1,479251,479251,440504,2015,May,1
Etisalat,IPLCs ,Etisalat,2015/May/1,0,0,0,2015,May,1
Mena,IPLCs ,Others,2015/May/1,335476,335476,308353,2015,May,1
Others,IPLCs ,Others,2015/May/1,0,0,0,2015,May,1
 Access Service,,,2015/May/1,8872812,8872812,8983429,2015,May,1
Local Loop ,,,2015/May/1,2590426,2590426,2587089,2015,May,1
Orange Data,Local Loop ,Orange,2015/May/1,559944,559944,559222,2015,May,1
Vodafone Data,Local Loop ,Vodafone,2015/May/1,966430,966430,965185,2015,May,1
NOL,Local Loop ,Etisalat,2015/May/1,360639,360639,360175,2015,May,1
EGY Net,Local Loop ,Etisalat,2015/May/1,359187,359187,358725,2015,May,1
Noor,Local Loop ,Others,2015/May/1,336413,336413,335980,2015,May,1
Yalla Misr,Local Loop ,Others,2015/May/1,7812,7812,7802,2015,May,1
ADSL ,,,2015/May/1,6282386,6282386,5537453,2015,May,1
Orange Data,ADSL ,Orange,2015/May/1,3520054,3520054,2948358,2015,May,1
Vodafone Data,ADSL ,Vodafone,2015/May/1,1451960,1451960,1449755,2015,May,1
NOL,ADSL ,Etisalat,2015/May/1,18071,18071,16680,2015,May,1
EGY Net,ADSL ,Etisalat,2015/May/1,1113282,1113282,996955,2015,May,1
Noor,ADSL ,Others,2015/May/1,147040,147040,89310,2015,May,1
Yalla Misr,ADSL ,Others,2015/May/1,31979,31979,36395,2015,May,1
Bit stream ,,,2015/May/1,0,0,858886,2015,May,1
Orange Data,Bit stream ,Orange,2015/May/1,0,0,281400,2015,May,1
Vodafone Data,Bit stream ,Vodafone,2015/May/1,0,0,274276,2015,May,1
NOL,Bit stream ,Etisalat,2015/May/1,0,0,56640,2015,May,1
EGY Net,Bit stream ,Etisalat,2015/May/1,0,0,246570,2015,May,1
Noor,Bit stream ,Others,2015/May/1,0,0,0,2015,May,1
Yalla Misr,Bit stream ,Others,2015/May/1,0,0,0,2015,May,1
FTTs,,,2015/May/1,0,0,0,2015,May,1
Orange,FTTs,Orange,2015/May/1,0,0,0,2015,May,1
Vodafone,FTTs,Vodafone,2015/May/1,0,0,0,2015,May,1
Etisalat,FTTs,Etisalat,2015/May/1,0,0,0,2015,May,1
Fiber Access,,,2015/May/1,0,0,0,2015,May,1
Orange Data,Fiber Access,Orange,2015/May/1,0,0,0,2015,May,1
Vodafone Data,Fiber Access,Vodafone,2015/May/1,0,0,0,2015,May,1
NOL,Fiber Access,Etisalat,2015/May/1,0,0,0,2015,May,1
EGY Net,Fiber Access,Etisalat,2015/May/1,0,0,0,2015,May,1
Noor,Fiber Access,Others,2015/May/1,0,0,0,2015,May,1
INT'L OG Voice services,,,2015/May/1,0,0,58550682,2015,May,1
INT'L OG ,,,2015/May/1,58766351,58766351,58550682,2015,May,1
Orange,INT'L OG ,Orange,2015/May/1,21653051,21653051,20273131,2015,May,1
Vodafone,INT'L OG ,Vodafone,2015/May/1,37105219,37105219,38264722,2015,May,1
Etisalat,INT'L OG ,Etisalat,2015/May/1,8081,8081,12829,2015,May,1
FVNO ,,,2015/May/1,0,0,0,2015,May,1
Orange,FVNO ,Orange,2015/May/1,0,0,0,2015,May,1
Vodafone,FVNO ,Vodafone,2015/May/1,0,0,0,2015,May,1
Etisalat,FVNO ,Etisalat,2015/May/1,0,0,0,2015,May,1
ITFS,,,2015/May/1,0,0,0,2015,May,1
Orange,ITFS,Orange,2015/May/1,0,0,0,2015,May,1
Vodafone,ITFS,Vodafone,2015/May/1,0,0,0,2015,May,1
Etisalat,ITFS,Etisalat,2015/May/1,0,0,0,2015,May,1
Total  DWS Revenues ,,,2015/Jun/1,204062388,204062388,283899272,2015,Jun,1
 Infrastructure Revenues,,,2015/Jun/1,133645972,133645972,222066000,2015,Jun,1
 Transmission Revenues,,,2015/Jun/1,105581301,105581301,191146924,2015,Jun,1
MNO's Transmission,,,2015/Jun/1,67121534,67121534,93167166,2015,Jun,1
Orange,MNO's Transmission,Orange,2015/Jun/1,29443226,29443226,40565262,2015,Jun,1
Vodafone,MNO's Transmission,Vodafone,2015/Jun/1,22843349,22843349,38882898,2015,Jun,1
Etisalat,MNO's Transmission,Etisalat,2015/Jun/1,14834959,14834959,13719006,2015,Jun,1
TX IRU ,,,2015/Jun/1,14400000,14400000,76030050,2015,Jun,1
Orange,TX IRU ,Orange,2015/Jun/1,0,0,68400000,2015,Jun,1
Vodafone,TX IRU ,Vodafone,2015/Jun/1,0,0,0,2015,Jun,1
Etisalat,TX IRU ,Etisalat,2015/Jun/1,14400000,14400000,7630050,2015,Jun,1
ISP's Transmission ,,,2015/Jun/1,24059767,24059767,21949708,2015,Jun,1
Orange Data,ISP's Transmission ,Orange,2015/Jun/1,13218935,13218935,12059625,2015,Jun,1
Vodafone Data,ISP's Transmission ,Vodafone,2015/Jun/1,6054583,6054583,5523591,2015,Jun,1
NOL,ISP's Transmission ,Etisalat,2015/Jun/1,1680755,1680755,1533352,2015,Jun,1
EGY Net,ISP's Transmission ,Etisalat,2015/Jun/1,1989587,1989587,1815099,2015,Jun,1
Noor,ISP's Transmission ,Others,2015/Jun/1,1091484,1091484,995760,2015,Jun,1
Yalla Misr,ISP's Transmission ,Others,2015/Jun/1,24424,24424,22282,2015,Jun,1
VSAT,ISP's Transmission ,Others,2015/Jun/1,0,0,0,2015,Jun,1
 Colocation  Revenues,,,2015/Jun/1,18214525,18214525,21306082,2015,Jun,1
MNO's Colocation,,,2015/Jun/1,15087340,15087340,18216109,2015,Jun,1
Orange,MNO's Colocation,Orange,2015/Jun/1,5129746,5129746,5425423,2015,Jun,1
Vodafone,MNO's Colocation,Vodafone,2015/Jun/1,5291983,5291983,7110534,2015,Jun,1
Etisalat,MNO's Colocation,Etisalat,2015/Jun/1,4665612,4665612,5680152,2015,Jun,1
ISP's Colocation,,,2015/Jun/1,3127185,3127185,3089973,2015,Jun,1
Orange Data,ISP's Colocation,Orange,2015/Jun/1,1344277,1344277,1328281,2015,Jun,1
Vodafone Data,ISP's Colocation,Vodafone,2015/Jun/1,928070,928070,917027,2015,Jun,1
NOL,ISP's Colocation,Etisalat,2015/Jun/1,406862,406862,402021,2015,Jun,1
EGY Net,ISP's Colocation,Etisalat,2015/Jun/1,240858,240858,237992,2015,Jun,1
Noor,ISP's Colocation,Others,2015/Jun/1,178644,178644,176518,2015,Jun,1
Yalla Misr,ISP's Colocation,Others,2015/Jun/1,28473,28473,28134,2015,Jun,1
International Services,,,2015/Jun/1,9850145,9850145,9612993,2015,Jun,1
IPT,,,2015/Jun/1,4789490,4789490,5040307,2015,Jun,1
Orange Data,IPT,Orange,2015/Jun/1,2777904,2777904,2923378,2015,Jun,1
Vodafone Data,IPT,Vodafone,2015/Jun/1,1676322,1676322,1764108,2015,Jun,1
NOL,IPT,Etisalat,2015/Jun/1,0,0,0,2015,Jun,1
EGY Net,IPT,Etisalat,2015/Jun/1,0,0,0,2015,Jun,1
Noor,IPT,Others,2015/Jun/1,335264,335264,352822,2015,Jun,1
Yalla Misr,IPT,Others,2015/Jun/1,0,0,0,2015,Jun,1
IPLCs ,,,2015/Jun/1,5060655,5060655,4572686,2015,Jun,1
Orange Data,IPLCs ,Orange,2015/Jun/1,1214557,1214557,1097445,2015,Jun,1
Vodafone Data,IPLCs ,Vodafone,2015/Jun/1,2985787,2985787,2697885,2015,Jun,1
NOL,IPLCs ,Etisalat,2015/Jun/1,506066,506066,457269,2015,Jun,1
Etisalat,IPLCs ,Etisalat,2015/Jun/1,0,0,0,2015,Jun,1
Mena,IPLCs ,Others,2015/Jun/1,354246,354246,320088,2015,Jun,1
Others,IPLCs ,Others,2015/Jun/1,0,0,0,2015,Jun,1
 Access Service,,,2015/Jun/1,8980000,8980000,9034075,2015,Jun,1
Local Loop ,,,2015/Jun/1,2603378,2603378,2604589,2015,Jun,1
Orange Data,Local Loop ,Orange,2015/Jun/1,562743,562743,563005,2015,Jun,1
Vodafone Data,Local Loop ,Vodafone,2015/Jun/1,971262,971262,971714,2015,Jun,1
NOL,Local Loop ,Etisalat,2015/Jun/1,362443,362443,362611,2015,Jun,1
EGY Net,Local Loop ,Etisalat,2015/Jun/1,360983,360983,361151,2015,Jun,1
Noor,Local Loop ,Others,2015/Jun/1,338095,338095,338253,2015,Jun,1
Yalla Misr,Local Loop ,Others,2015/Jun/1,7851,7851,7855,2015,Jun,1
ADSL ,,,2015/Jun/1,6376622,6376622,5570600,2015,Jun,1
Orange Data,ADSL ,Orange,2015/Jun/1,3572855,3572855,2985005,2015,Jun,1
Vodafone Data,ADSL ,Vodafone,2015/Jun/1,1473740,1473740,1479600,2015,Jun,1
NOL,ADSL ,Etisalat,2015/Jun/1,18342,18342,16205,2015,Jun,1
EGY Net,ADSL ,Etisalat,2015/Jun/1,1129981,1129981,962225,2015,Jun,1
Noor,ADSL ,Others,2015/Jun/1,149246,149246,92400,2015,Jun,1
Yalla Misr,ADSL ,Others,2015/Jun/1,32459,32459,35165,2015,Jun,1
Bit stream ,,,2015/Jun/1,0,0,858886,2015,Jun,1
Orange Data,Bit stream ,Orange,2015/Jun/1,0,0,281400,2015,Jun,1
Vodafone Data,Bit stream ,Vodafone,2015/Jun/1,0,0,274276,2015,Jun,1
NOL,Bit stream ,Etisalat,2015/Jun/1,0,0,56640,2015,Jun,1
EGY Net,Bit stream ,Etisalat,2015/Jun/1,0,0,246570,2015,Jun,1
Noor,Bit stream ,Others,2015/Jun/1,0,0,0,2015,Jun,1
Yalla Misr,Bit stream ,Others,2015/Jun/1,0,0,0,2015,Jun,1
FTTs,,,2015/Jun/1,0,0,0,2015,Jun,1
Orange,FTTs,Orange,2015/Jun/1,0,0,0,2015,Jun,1
Vodafone,FTTs,Vodafone,2015/Jun/1,0,0,0,2015,Jun,1
Etisalat,FTTs,Etisalat,2015/Jun/1,0,0,0,2015,Jun,1
Fiber Access,,,2015/Jun/1,0,0,0,2015,Jun,1
Orange Data,Fiber Access,Orange,2015/Jun/1,0,0,0,2015,Jun,1
Vodafone Data,Fiber Access,Vodafone,2015/Jun/1,0,0,0,2015,Jun,1
NOL,Fiber Access,Etisalat,2015/Jun/1,0,0,0,2015,Jun,1
EGY Net,Fiber Access,Etisalat,2015/Jun/1,0,0,0,2015,Jun,1
Noor,Fiber Access,Others,2015/Jun/1,0,0,0,2015,Jun,1
INT'L OG Voice services,,,2015/Jun/1,0,0,52799197,2015,Jun,1
INT'L OG ,,,2015/Jun/1,61436417,61436417,52799197,2015,Jun,1
Orange,INT'L OG ,Orange,2015/Jun/1,23019609,23019609,18230936,2015,Jun,1
Vodafone,INT'L OG ,Vodafone,2015/Jun/1,38404169,38404169,34557458,2015,Jun,1
Etisalat,INT'L OG ,Etisalat,2015/Jun/1,12638,12638,10803,2015,Jun,1
FVNO ,,,2015/Jun/1,0,0,0,2015,Jun,1
Orange,FVNO ,Orange,2015/Jun/1,0,0,0,2015,Jun,1
Vodafone,FVNO ,Vodafone,2015/Jun/1,0,0,0,2015,Jun,1
Etisalat,FVNO ,Etisalat,2015/Jun/1,0,0,0,2015,Jun,1
ITFS,,,2015/Jun/1,0,0,0,2015,Jun,1
Orange,ITFS,Orange,2015/Jun/1,0,0,0,2015,Jun,1
Vodafone,ITFS,Vodafone,2015/Jun/1,0,0,0,2015,Jun,1
Etisalat,ITFS,Etisalat,2015/Jun/1,0,0,0,2015,Jun,1
Total  DWS Revenues ,,,2015/Jul/1,259108825,259108825,212072200,2015,Jul,1
 Infrastructure Revenues,,,2015/Jul/1,192561873,192561873,149043870,2015,Jul,1
 Transmission Revenues,,,2015/Jul/1,163859416,163859416,116700634,2015,Jul,1
MNO's Transmission,,,2015/Jul/1,68046872,68046872,93843026,2015,Jul,1
Orange,MNO's Transmission,Orange,2015/Jul/1,29663229,29663229,41109967,2015,Jul,1
Vodafone,MNO's Transmission,Vodafone,2015/Jul/1,23094963,23094963,38392089,2015,Jul,1
Etisalat,MNO's Transmission,Etisalat,2015/Jul/1,15288679,15288679,14340970,2015,Jul,1
TX IRU ,,,2015/Jul/1,71440000,71440000,0,2015,Jul,1
Orange,TX IRU ,Orange,2015/Jul/1,71440000,71440000,0,2015,Jul,1
Vodafone,TX IRU ,Vodafone,2015/Jul/1,0,0,0,2015,Jul,1
Etisalat,TX IRU ,Etisalat,2015/Jul/1,0,0,0,2015,Jul,1
ISP's Transmission ,,,2015/Jul/1,24372544,24372544,22857608,2015,Jul,1
Orange Data,ISP's Transmission ,Orange,2015/Jul/1,13390781,13390781,12558444,2015,Jul,1
Vodafone Data,ISP's Transmission ,Vodafone,2015/Jul/1,6133292,6133292,5752062,2015,Jul,1
NOL,ISP's Transmission ,Etisalat,2015/Jul/1,1702605,1702605,1596776,2015,Jul,1
EGY Net,ISP's Transmission ,Etisalat,2015/Jul/1,2015452,2015452,1890176,2015,Jul,1
Noor,ISP's Transmission ,Others,2015/Jul/1,1105673,1105673,1036947,2015,Jul,1
Yalla Misr,ISP's Transmission ,Others,2015/Jul/1,24741,24741,23203,2015,Jul,1
VSAT,ISP's Transmission ,Others,2015/Jul/1,0,0,0,2015,Jul,1
 Colocation  Revenues,,,2015/Jul/1,18741164,18741164,21437254,2015,Jul,1
MNO's Colocation,,,2015/Jul/1,15588961,15588961,18445895,2015,Jul,1
Orange,MNO's Colocation,Orange,2015/Jul/1,5143210,5143210,5464629,2015,Jul,1
Vodafone,MNO's Colocation,Vodafone,2015/Jul/1,5313382,5313382,7369214,2015,Jul,1
Etisalat,MNO's Colocation,Etisalat,2015/Jul/1,5132369,5132369,5612051,2015,Jul,1
ISP's Colocation,,,2015/Jul/1,3152203,3152203,2991359,2015,Jul,1
Orange Data,ISP's Colocation,Orange,2015/Jul/1,1355031,1355031,1285889,2015,Jul,1
Vodafone Data,ISP's Colocation,Vodafone,2015/Jul/1,935495,935495,887760,2015,Jul,1
NOL,ISP's Colocation,Etisalat,2015/Jul/1,410117,410117,389191,2015,Jul,1
EGY Net,ISP's Colocation,Etisalat,2015/Jul/1,242785,242785,230397,2015,Jul,1
Noor,ISP's Colocation,Others,2015/Jul/1,180073,180073,170885,2015,Jul,1
Yalla Misr,ISP's Colocation,Others,2015/Jul/1,28701,28701,27237,2015,Jul,1
International Services,,,2015/Jul/1,9961294,9961294,10905982,2015,Jul,1
IPT,,,2015/Jul/1,4789490,4789490,5041443,2015,Jul,1
Orange Data,IPT,Orange,2015/Jul/1,2777904,2777904,2924037,2015,Jul,1
Vodafone Data,IPT,Vodafone,2015/Jul/1,1676322,1676322,1764505,2015,Jul,1
NOL,IPT,Etisalat,2015/Jul/1,0,0,0,2015,Jul,1
EGY Net,IPT,Etisalat,2015/Jul/1,0,0,0,2015,Jul,1
Noor,IPT,Others,2015/Jul/1,335264,335264,352901,2015,Jul,1
Yalla Misr,IPT,Others,2015/Jul/1,0,0,0,2015,Jul,1
IPLCs ,,,2015/Jul/1,5171804,5171804,5864539,2015,Jul,1
Orange Data,IPLCs ,Orange,2015/Jul/1,1241233,1241233,1407489,2015,Jul,1
Vodafone Data,IPLCs ,Vodafone,2015/Jul/1,3051364,3051364,3460078,2015,Jul,1
NOL,IPLCs ,Etisalat,2015/Jul/1,517180,517180,586454,2015,Jul,1
Etisalat,IPLCs ,Etisalat,2015/Jul/1,0,0,0,2015,Jul,1
Mena,IPLCs ,Others,2015/Jul/1,362026,362026,410518,2015,Jul,1
Others,IPLCs ,Others,2015/Jul/1,0,0,0,2015,Jul,1
 Access Service,,,2015/Jul/1,9088666,9088666,8900561,2015,Jul,1
Local Loop ,,,2015/Jul/1,2616395,2616395,2645480,2015,Jul,1
Orange Data,Local Loop ,Orange,2015/Jul/1,565557,565557,571844,2015,Jul,1
Vodafone Data,Local Loop ,Vodafone,2015/Jul/1,976118,976118,986969,2015,Jul,1
NOL,Local Loop ,Etisalat,2015/Jul/1,364255,364255,368304,2015,Jul,1
EGY Net,Local Loop ,Etisalat,2015/Jul/1,362788,362788,366821,2015,Jul,1
Noor,Local Loop ,Others,2015/Jul/1,339786,339786,343563,2015,Jul,1
Yalla Misr,Local Loop ,Others,2015/Jul/1,7890,7890,7978,2015,Jul,1
ADSL ,,,2015/Jul/1,6472271,6472271,5396195,2015,Jul,1
Orange Data,ADSL ,Orange,2015/Jul/1,3626448,3626448,2865545,2015,Jul,1
Vodafone Data,ADSL ,Vodafone,2015/Jul/1,1495846,1495846,1438125,2015,Jul,1
NOL,ADSL ,Etisalat,2015/Jul/1,18617,18617,15570,2015,Jul,1
EGY Net,ADSL ,Etisalat,2015/Jul/1,1146931,1146931,947355,2015,Jul,1
Noor,ADSL ,Others,2015/Jul/1,151484,151484,95320,2015,Jul,1
Yalla Misr,ADSL ,Others,2015/Jul/1,32946,32946,34280,2015,Jul,1
Bit stream ,,,2015/Jul/1,0,0,858886,2015,Jul,1
Orange Data,Bit stream ,Orange,2015/Jul/1,0,0,281400,2015,Jul,1
Vodafone Data,Bit stream ,Vodafone,2015/Jul/1,0,0,274276,2015,Jul,1
NOL,Bit stream ,Etisalat,2015/Jul/1,0,0,56640,2015,Jul,1
EGY Net,Bit stream ,Etisalat,2015/Jul/1,0,0,246570,2015,Jul,1
Noor,Bit stream ,Others,2015/Jul/1,0,0,0,2015,Jul,1
Yalla Misr,Bit stream ,Others,2015/Jul/1,0,0,0,2015,Jul,1
FTTs,,,2015/Jul/1,0,0,0,2015,Jul,1
Orange,FTTs,Orange,2015/Jul/1,0,0,0,2015,Jul,1
Vodafone,FTTs,Vodafone,2015/Jul/1,0,0,0,2015,Jul,1
Etisalat,FTTs,Etisalat,2015/Jul/1,0,0,0,2015,Jul,1
Fiber Access,,,2015/Jul/1,0,0,0,2015,Jul,1
Orange Data,Fiber Access,Orange,2015/Jul/1,0,0,0,2015,Jul,1
Vodafone Data,Fiber Access,Vodafone,2015/Jul/1,0,0,0,2015,Jul,1
NOL,Fiber Access,Etisalat,2015/Jul/1,0,0,0,2015,Jul,1
EGY Net,Fiber Access,Etisalat,2015/Jul/1,0,0,0,2015,Jul,1
Noor,Fiber Access,Others,2015/Jul/1,0,0,0,2015,Jul,1
INT'L OG Voice services,,,2015/Jul/1,0,0,54127769,2015,Jul,1
INT'L OG ,,,2015/Jul/1,57458286,57458286,54127769,2015,Jul,1
Orange,INT'L OG ,Orange,2015/Jul/1,21722076,21722076,18742843,2015,Jul,1
Vodafone,INT'L OG ,Vodafone,2015/Jul/1,35733015,35733015,35355335,2015,Jul,1
Etisalat,INT'L OG ,Etisalat,2015/Jul/1,3195,3195,29591,2015,Jul,1
FVNO ,,,2015/Jul/1,0,0,0,2015,Jul,1
Orange,FVNO ,Orange,2015/Jul/1,0,0,0,2015,Jul,1
Vodafone,FVNO ,Vodafone,2015/Jul/1,0,0,0,2015,Jul,1
Etisalat,FVNO ,Etisalat,2015/Jul/1,0,0,0,2015,Jul,1
ITFS,,,2015/Jul/1,0,0,0,2015,Jul,1
Orange,ITFS,Orange,2015/Jul/1,0,0,0,2015,Jul,1
Vodafone,ITFS,Vodafone,2015/Jul/1,0,0,0,2015,Jul,1
Etisalat,ITFS,Etisalat,2015/Jul/1,0,0,0,2015,Jul,1
Total  DWS Revenues ,,,2015/Aug/1,255139786,255139786,212506348,2015,Aug,1
 Infrastructure Revenues,,,2015/Aug/1,182536766,182536766,149975279,2015,Aug,1
 Transmission Revenues,,,2015/Aug/1,153595088,153595088,120243368,2015,Aug,1
MNO's Transmission,,,2015/Aug/1,69030701,69030701,97364190,2015,Aug,1
Orange,MNO's Transmission,Orange,2015/Aug/1,29885119,29885119,42429499,2015,Aug,1
Vodafone,MNO's Transmission,Vodafone,2015/Aug/1,23402541,23402541,40389437,2015,Aug,1
Etisalat,MNO's Transmission,Etisalat,2015/Aug/1,15743040,15743040,14545254,2015,Aug,1
TX IRU ,,,2015/Aug/1,59875000,59875000,0,2015,Aug,1
Orange,TX IRU ,Orange,2015/Aug/1,0,0,0,2015,Aug,1
Vodafone,TX IRU ,Vodafone,2015/Aug/1,59875000,59875000,0,2015,Aug,1
Etisalat,TX IRU ,Etisalat,2015/Aug/1,0,0,0,2015,Aug,1
ISP's Transmission ,,,2015/Aug/1,24689387,24689387,22879177,2015,Aug,1
Orange Data,ISP's Transmission ,Orange,2015/Aug/1,13564861,13564861,12570294,2015,Aug,1
Vodafone Data,ISP's Transmission ,Vodafone,2015/Aug/1,6213025,6213025,5757490,2015,Aug,1
